,button,genuine,signature,time,x,y
11,1,1.0,17.0,27323111,2082,5308
12,1,1.0,17.0,27323121,2409,5426
13,1,1.0,17.0,27323131,2652,5528
14,1,1.0,17.0,27323141,2838,5585
15,0,1.0,17.0,27323261,1981,5208
16,1,1.0,17.0,27323271,2052,4849
17,1,1.0,17.0,27323281,2019,4834
18,1,1.0,17.0,27323291,1940,4696
19,1,1.0,17.0,27323301,1950,4477
20,1,1.0,17.0,27323311,1975,4125
21,1,1.0,17.0,27323321,2010,3772
22,1,1.0,17.0,27323331,2039,3418
23,1,1.0,17.0,27323341,2050,3118
24,1,1.0,17.0,27323351,2050,2885
25,1,1.0,17.0,27323361,2017,2696
26,1,1.0,17.0,27323371,1942,2576
27,1,1.0,17.0,27323382,1838,2500
28,1,1.0,17.0,27323392,1678,2453
29,1,1.0,17.0,27323402,1478,2481
30,1,1.0,17.0,27323412,1252,2602
31,0,1.0,17.0,27323612,3585,4790
32,1,1.0,17.0,27323622,3882,4773
33,1,1.0,17.0,27323632,4052,4893
34,1,1.0,17.0,27323642,4225,5028
35,1,1.0,17.0,27323652,4495,5175
36,1,1.0,17.0,27323662,4824,5331
37,1,1.0,17.0,27323672,5193,5470
38,1,1.0,17.0,27323682,5475,5591
39,1,1.0,17.0,27323692,5727,5655
40,1,1.0,17.0,27323702,5960,5687
41,1,1.0,17.0,27323712,6084,5693
42,0,1.0,17.0,27323852,5602,5925
43,1,1.0,17.0,27323852,5627,5878
44,1,1.0,17.0,27323862,5558,5909
45,1,1.0,17.0,27323872,5504,5958
46,1,1.0,17.0,27323882,5460,5885
47,1,1.0,17.0,27323892,5336,5747
48,1,1.0,17.0,27323902,5213,5567
49,1,1.0,17.0,27323912,5048,5214
50,1,1.0,17.0,27323922,4855,4897
51,1,1.0,17.0,27323932,4600,4605
52,1,1.0,17.0,27323942,4332,4211
53,1,1.0,17.0,27323952,4055,3859
54,1,1.0,17.0,27323962,3866,3535
55,1,1.0,17.0,27323972,3761,3340
56,0,1.0,17.0,27324073,4667,4834
57,1,1.0,17.0,27324083,4894,4854
58,1,1.0,17.0,27324093,4921,4841
59,1,1.0,17.0,27324103,4906,4811
60,1,1.0,17.0,27324113,4878,4659
61,1,1.0,17.0,27324123,4840,4426
62,1,1.0,17.0,27324133,4773,4065
63,1,1.0,17.0,27324143,4688,3656
64,1,1.0,17.0,27324153,4590,3215
65,1,1.0,17.0,27324163,4464,2754
66,1,1.0,17.0,27324173,4386,2421
67,0,1.0,17.0,27324273,4635,3915
68,1,1.0,17.0,27324283,5089,4138
69,1,1.0,17.0,27324293,5258,4389
70,1,1.0,17.0,27324303,5381,4721
71,1,1.0,17.0,27324313,5483,4825
72,1,1.0,17.0,27324323,5621,4868
73,1,1.0,17.0,27324333,5783,4868
74,1,1.0,17.0,27324343,5898,4825
75,1,1.0,17.0,27324353,5966,4729
76,1,1.0,17.0,27324363,6003,4599
77,1,1.0,17.0,27324373,5987,4400
78,1,1.0,17.0,27324383,5935,4170
79,1,1.0,17.0,27324393,5859,3920
80,1,1.0,17.0,27324403,5809,3719
81,1,1.0,17.0,27324413,5809,3597
82,1,1.0,17.0,27324423,5843,3529
83,1,1.0,17.0,27324433,5907,3452
84,1,1.0,17.0,27324443,6012,3365
85,1,1.0,17.0,27324453,6144,3230
86,1,1.0,17.0,27324463,6270,3068
87,1,1.0,17.0,27324473,6342,2843
88,1,1.0,17.0,27324483,6379,2604
89,1,1.0,17.0,27324493,6337,2355
90,1,1.0,17.0,27324503,6255,2132
91,1,1.0,17.0,27324513,6147,2047
92,1,1.0,17.0,27324523,6054,2055
93,1,1.0,17.0,27324533,5958,2183
94,1,1.0,17.0,27324543,5861,2416
95,1,1.0,17.0,27324553,5804,2720
96,1,1.0,17.0,27324563,5849,3048
97,1,1.0,17.0,27324573,5962,3316
98,1,1.0,17.0,27324583,6130,3545
99,1,1.0,17.0,27324593,6328,3692
100,0,1.0,17.0,27324904,8192,5434
101,1,1.0,17.0,27324914,8167,5313
102,1,1.0,17.0,27324924,8069,5343
103,1,1.0,17.0,27324934,7953,5283
104,1,1.0,17.0,27324944,7825,5162
105,1,1.0,17.0,27324954,7722,4917
106,1,1.0,17.0,27324964,7677,4656
107,1,1.0,17.0,27324974,7671,4384
108,1,1.0,17.0,27324984,7743,4184
109,1,1.0,17.0,27324994,7910,4092
110,1,1.0,17.0,27325004,8141,4071
111,1,1.0,17.0,27325014,8436,4122
112,1,1.0,17.0,27325024,8710,4214
113,1,1.0,17.0,27325034,8970,4334
114,1,1.0,17.0,27325044,9153,4454
115,1,1.0,17.0,27325054,9278,4527
116,1,1.0,17.0,27325064,9363,4569
117,0,1.0,17.0,27325184,8825,5453
118,1,1.0,17.0,27325194,8907,5235
119,1,1.0,17.0,27325204,8855,5348
120,1,1.0,17.0,27325214,8819,5281
121,1,1.0,17.0,27325224,8793,5095
122,1,1.0,17.0,27325234,8737,4774
123,1,1.0,17.0,27325244,8706,4394
124,1,1.0,17.0,27325254,8691,3974
125,1,1.0,17.0,27325264,8651,3568
126,1,1.0,17.0,27325274,8636,3253
127,1,1.0,17.0,27325284,8636,2999
128,1,1.0,17.0,27325294,8624,2834
129,1,1.0,17.0,27325304,8593,2734
130,0,1.0,17.0,27325415,7794,3148
131,1,1.0,17.0,27325425,8074,3224
132,1,1.0,17.0,27325435,8217,3472
133,1,1.0,17.0,27325445,8360,3583
134,1,1.0,17.0,27325455,8592,3637
135,1,1.0,17.0,27325465,8790,3652
136,1,1.0,17.0,27325475,8964,3613
137,1,1.0,17.0,27325485,9043,3495
138,1,1.0,17.0,27325495,9043,3325
139,1,1.0,17.0,27325505,8985,3082
140,1,1.0,17.0,27325515,8807,2795
141,1,1.0,17.0,27325525,8598,2479
142,1,1.0,17.0,27325535,8367,2214
143,1,1.0,17.0,27325545,8205,2057
144,1,1.0,17.0,27325555,8138,1973
145,1,1.0,17.0,27325565,8138,1951
146,1,1.0,17.0,27325575,8205,1967
147,1,1.0,17.0,27325585,8427,2008
148,1,1.0,17.0,27325595,8751,2112
149,1,1.0,17.0,27325605,9148,2239
150,1,1.0,17.0,27325615,9490,2382
0,0,1.0,18.0,27327447,1240,5144
1,1,1.0,18.0,27327457,1240,5144
2,1,1.0,18.0,27327467,1281,5115
3,1,1.0,18.0,27327477,1348,5068
4,1,1.0,18.0,27327487,1507,5054
5,1,1.0,18.0,27327497,1747,5065
6,1,1.0,18.0,27327507,2042,5094
7,1,1.0,18.0,27327517,2340,5137
8,1,1.0,18.0,27327527,2606,5236
9,1,1.0,18.0,27327537,2807,5373
10,1,1.0,18.0,27327547,2974,5479
11,1,1.0,18.0,27327557,3085,5535
12,1,1.0,18.0,27327567,3136,5557
13,0,1.0,18.0,27327678,2361,5152
14,1,1.0,18.0,27327688,2302,4891
15,1,1.0,18.0,27327698,2241,4876
16,1,1.0,18.0,27327708,2227,4741
17,1,1.0,18.0,27327718,2245,4481
18,1,1.0,18.0,27327728,2266,4138
19,1,1.0,18.0,27327738,2279,3859
20,1,1.0,18.0,27327748,2287,3521
21,1,1.0,18.0,27327758,2275,3145
22,1,1.0,18.0,27327768,2241,2847
23,1,1.0,18.0,27327778,2192,2610
24,1,1.0,18.0,27327788,2116,2414
25,1,1.0,18.0,27327798,2011,2247
26,1,1.0,18.0,27327808,1886,2148
27,1,1.0,18.0,27327818,1741,2095
28,1,1.0,18.0,27327828,1565,2121
29,0,1.0,18.0,27328068,3722,4470
30,1,1.0,18.0,27328078,4067,4467
31,1,1.0,18.0,27328088,4245,4558
32,1,1.0,18.0,27328098,4446,4673
33,1,1.0,18.0,27328108,4661,4784
34,1,1.0,18.0,27328118,4963,4902
35,1,1.0,18.0,27328128,5252,5025
36,1,1.0,18.0,27328138,5533,5106
37,1,1.0,18.0,27328148,5755,5156
38,1,1.0,18.0,27328158,5898,5185
39,0,1.0,18.0,27328269,5577,5476
40,1,1.0,18.0,27328279,5599,5425
41,1,1.0,18.0,27328289,5565,5594
42,1,1.0,18.0,27328299,5533,5607
43,1,1.0,18.0,27328309,5457,5516
44,1,1.0,18.0,27328319,5351,5353
45,1,1.0,18.0,27328329,5200,5134
46,1,1.0,18.0,27328339,5035,4879
47,1,1.0,18.0,27328349,4860,4597
48,1,1.0,18.0,27328359,4680,4274
49,1,1.0,18.0,27328369,4501,3923
50,1,1.0,18.0,27328379,4384,3645
51,0,1.0,18.0,27328479,4879,3976
52,1,1.0,18.0,27328499,4978,3798
53,1,1.0,18.0,27328509,4949,3766
54,1,1.0,18.0,27328519,4894,3746
55,1,1.0,18.0,27328529,4822,3536
56,1,1.0,18.0,27328539,4779,3292
57,1,1.0,18.0,27328549,4742,3025
58,1,1.0,18.0,27328559,4723,2742
59,1,1.0,18.0,27328569,4714,2475
60,1,1.0,18.0,27328579,4705,2220
61,1,1.0,18.0,27328589,4691,1969
62,1,1.0,18.0,27328599,4673,1747
63,1,1.0,18.0,27328609,4666,1544
64,1,1.0,18.0,27328619,4648,1400
65,0,1.0,18.0,27328729,5085,3177
66,1,1.0,18.0,27328739,5413,3449
67,1,1.0,18.0,27328749,5507,3679
68,1,1.0,18.0,27328759,5547,3896
69,1,1.0,18.0,27328769,5677,4047
70,1,1.0,18.0,27328779,5786,4154
71,1,1.0,18.0,27328789,5880,4175
72,1,1.0,18.0,27328799,5927,4131
73,1,1.0,18.0,27328809,5943,4044
74,1,1.0,18.0,27328819,5937,3875
75,1,1.0,18.0,27328829,5888,3649
76,1,1.0,18.0,27328839,5827,3386
77,1,1.0,18.0,27328849,5757,3120
78,1,1.0,18.0,27328859,5732,2934
79,1,1.0,18.0,27328869,5766,2801
80,1,1.0,18.0,27328880,5838,2683
81,1,1.0,18.0,27328890,5952,2584
82,1,1.0,18.0,27328900,6108,2499
83,1,1.0,18.0,27328910,6293,2378
84,1,1.0,18.0,27328920,6349,2235
85,1,1.0,18.0,27328930,6375,2077
86,1,1.0,18.0,27328940,6380,1919
87,1,1.0,18.0,27328950,6295,1795
88,1,1.0,18.0,27328960,6145,1693
89,1,1.0,18.0,27328970,5952,1693
90,1,1.0,18.0,27328980,5724,1800
91,1,1.0,18.0,27328990,5497,1972
92,1,1.0,18.0,27329000,5358,2185
93,1,1.0,18.0,27329010,5276,2394
94,1,1.0,18.0,27329020,5323,2601
95,1,1.0,18.0,27329030,5499,2813
96,1,1.0,18.0,27329040,5760,3047
97,1,1.0,18.0,27329050,6112,3295
98,1,1.0,18.0,27329060,6499,3540
99,1,1.0,18.0,27329070,6908,3673
100,0,1.0,18.0,27329370,8450,4980
101,1,1.0,18.0,27329380,8363,4856
102,1,1.0,18.0,27329390,8238,4798
103,1,1.0,18.0,27329400,8082,4744
104,1,1.0,18.0,27329410,7953,4597
105,1,1.0,18.0,27329420,7827,4351
106,1,1.0,18.0,27329430,7762,4040
107,1,1.0,18.0,27329440,7736,3764
108,1,1.0,18.0,27329450,7808,3614
109,1,1.0,18.0,27329460,7982,3549
110,1,1.0,18.0,27329470,8223,3543
111,1,1.0,18.0,27329480,8560,3600
112,1,1.0,18.0,27329490,8885,3699
113,1,1.0,18.0,27329500,9203,3839
114,1,1.0,18.0,27329510,9465,3977
115,1,1.0,18.0,27329520,9634,4080
116,1,1.0,18.0,27329530,9740,4161
117,0,1.0,18.0,27329661,9026,4737
118,1,1.0,18.0,27329671,9102,4630
119,1,1.0,18.0,27329681,9075,4698
120,1,1.0,18.0,27329691,9024,4595
121,1,1.0,18.0,27329701,8983,4379
122,1,1.0,18.0,27329711,8949,4141
123,1,1.0,18.0,27329721,8895,3807
124,1,1.0,18.0,27329731,8845,3410
125,1,1.0,18.0,27329741,8800,3009
126,1,1.0,18.0,27329751,8767,2696
127,1,1.0,18.0,27329761,8740,2441
128,1,1.0,18.0,27329771,8708,2231
129,1,1.0,18.0,27329781,8680,2089
130,0,1.0,18.0,27329891,7918,2529
131,1,1.0,18.0,27329901,8150,2605
132,1,1.0,18.0,27329911,8267,2729
133,1,1.0,18.0,27329921,8445,2892
134,1,1.0,18.0,27329931,8637,2965
135,1,1.0,18.0,27329941,8837,2965
136,1,1.0,18.0,27329951,9008,2916
137,1,1.0,18.0,27329961,9115,2813
138,1,1.0,18.0,27329971,9178,2662
139,1,1.0,18.0,27329981,9191,2479
140,1,1.0,18.0,27329991,9132,2231
141,1,1.0,18.0,27330001,9025,1979
142,1,1.0,18.0,27330011,8857,1721
143,1,1.0,18.0,27330021,8692,1513
144,1,1.0,18.0,27330031,8536,1337
145,1,1.0,18.0,27330041,8384,1176
146,1,1.0,18.0,27330051,8384,1091
147,1,1.0,18.0,27330061,8430,1056
148,1,1.0,18.0,27330071,8517,1070
149,1,1.0,18.0,27330081,8792,1170
150,1,1.0,18.0,27330091,9178,1327
151,1,1.0,18.0,27330101,9638,1507
0,0,1.0,19.0,27331674,845,4486
1,1,1.0,19.0,27331684,726,4391
2,1,1.0,19.0,27331694,675,4490
3,1,1.0,19.0,27331704,669,4527
4,1,1.0,19.0,27331714,692,4527
5,1,1.0,19.0,27331724,782,4546
6,1,1.0,19.0,27331734,965,4592
7,1,1.0,19.0,27331744,1209,4655
8,1,1.0,19.0,27331754,1474,4721
9,1,1.0,19.0,27331764,1735,4800
10,1,1.0,19.0,27331774,1994,4887
11,1,1.0,19.0,27331784,2230,4942
12,1,1.0,19.0,27331794,2387,4956
13,1,1.0,19.0,27331804,2492,4944
14,0,1.0,19.0,27331894,1962,4652
15,1,1.0,19.0,27331904,1915,4438
16,1,1.0,19.0,27331914,1890,4370
17,1,1.0,19.0,27331924,1871,4301
18,1,1.0,19.0,27331934,1871,4212
19,1,1.0,19.0,27331944,1876,3989
20,1,1.0,19.0,27331954,1883,3676
21,1,1.0,19.0,27331964,1891,3366
22,1,1.0,19.0,27331974,1897,3033
23,1,1.0,19.0,27331984,1890,2684
24,1,1.0,19.0,27331994,1876,2448
25,1,1.0,19.0,27332004,1832,2211
26,1,1.0,19.0,27332014,1755,2019
27,1,1.0,19.0,27332024,1655,1858
28,1,1.0,19.0,27332034,1506,1750
29,1,1.0,19.0,27332044,1340,1737
30,1,1.0,19.0,27332054,1163,1788
31,0,1.0,19.0,27332294,3983,4583
32,1,1.0,19.0,27332304,4347,4571
33,1,1.0,19.0,27332314,4550,4739
34,1,1.0,19.0,27332324,4796,4879
35,1,1.0,19.0,27332334,5098,5019
36,1,1.0,19.0,27332344,5381,5140
37,1,1.0,19.0,27332354,5651,5249
38,1,1.0,19.0,27332364,5895,5233
39,1,1.0,19.0,27332374,6045,5274
40,1,1.0,19.0,27332384,6132,5352
41,0,1.0,19.0,27332495,5378,5468
42,1,1.0,19.0,27332505,5428,5311
43,1,1.0,19.0,27332515,5377,5311
44,1,1.0,19.0,27332525,5288,5372
45,1,1.0,19.0,27332535,5174,5280
46,1,1.0,19.0,27332545,5041,5071
47,1,1.0,19.0,27332555,4897,4799
48,1,1.0,19.0,27332565,4746,4510
49,1,1.0,19.0,27332575,4580,4210
50,1,1.0,19.0,27332585,4416,3893
51,1,1.0,19.0,27332595,4258,3616
52,1,1.0,19.0,27332605,4103,3367
53,1,1.0,19.0,27332615,3992,3163
54,0,1.0,19.0,27332705,4329,3843
55,1,1.0,19.0,27332715,4655,3933
56,1,1.0,19.0,27332725,4725,3984
57,1,1.0,19.0,27332735,4741,3944
58,1,1.0,19.0,27332745,4726,3779
59,1,1.0,19.0,27332755,4689,3532
60,1,1.0,19.0,27332765,4641,3193
61,1,1.0,19.0,27332775,4595,2852
62,1,1.0,19.0,27332785,4550,2511
63,1,1.0,19.0,27332795,4550,2235
64,1,1.0,19.0,27332805,4550,2024
65,0,1.0,19.0,27332895,4329,3061
66,1,1.0,19.0,27332905,4736,3387
67,1,1.0,19.0,27332915,4922,3669
68,1,1.0,19.0,27332925,5106,3996
69,1,1.0,19.0,27332935,5254,4121
70,1,1.0,19.0,27332945,5379,4165
71,1,1.0,19.0,27332955,5473,4156
72,1,1.0,19.0,27332965,5540,4080
73,1,1.0,19.0,27332975,5590,3927
74,1,1.0,19.0,27332985,5599,3723
75,1,1.0,19.0,27332995,5590,3530
76,1,1.0,19.0,27333005,5568,3339
77,1,1.0,19.0,27333015,5573,3150
78,1,1.0,19.0,27333025,5621,3032
79,1,1.0,19.0,27333035,5697,2923
80,1,1.0,19.0,27333045,5822,2820
81,1,1.0,19.0,27333055,5928,2686
82,1,1.0,19.0,27333065,6020,2549
83,1,1.0,19.0,27333075,6067,2410
84,1,1.0,19.0,27333085,6052,2214
85,1,1.0,19.0,27333095,5996,2018
86,1,1.0,19.0,27333105,5897,1862
87,1,1.0,19.0,27333115,5752,1732
88,1,1.0,19.0,27333125,5577,1701
89,1,1.0,19.0,27333135,5395,1764
90,1,1.0,19.0,27333145,5214,1891
91,1,1.0,19.0,27333155,5034,2077
92,1,1.0,19.0,27333166,4966,2259
93,1,1.0,19.0,27333176,4993,2439
94,1,1.0,19.0,27333186,5082,2615
95,1,1.0,19.0,27333196,5306,2839
96,1,1.0,19.0,27333206,5617,3094
97,1,1.0,19.0,27333216,5987,3342
98,1,1.0,19.0,27333226,6357,3530
99,0,1.0,19.0,27333506,8144,4902
100,1,1.0,19.0,27333516,8155,4789
101,1,1.0,19.0,27333526,8105,4761
102,1,1.0,19.0,27333536,8021,4766
103,1,1.0,19.0,27333546,7914,4633
104,1,1.0,19.0,27333556,7803,4399
105,1,1.0,19.0,27333566,7742,4099
106,1,1.0,19.0,27333576,7714,3804
107,1,1.0,19.0,27333586,7791,3632
108,1,1.0,19.0,27333596,7955,3541
109,1,1.0,19.0,27333606,8176,3519
110,1,1.0,19.0,27333616,8425,3556
111,1,1.0,19.0,27333626,8691,3632
112,1,1.0,19.0,27333636,8968,3745
113,1,1.0,19.0,27333646,9168,3877
114,1,1.0,19.0,27333656,9317,4022
115,0,1.0,19.0,27333767,8970,4506
116,1,1.0,19.0,27333777,9025,4438
117,1,1.0,19.0,27333787,9010,4533
118,1,1.0,19.0,27333797,8963,4510
119,1,1.0,19.0,27333807,8926,4408
120,1,1.0,19.0,27333817,8875,4169
121,1,1.0,19.0,27333827,8814,3855
122,1,1.0,19.0,27333837,8763,3492
123,1,1.0,19.0,27333847,8726,3111
124,1,1.0,19.0,27333857,8699,2787
125,1,1.0,19.0,27333867,8683,2501
126,1,1.0,19.0,27333877,8669,2312
127,1,1.0,19.0,27333887,8656,2182
128,1,1.0,19.0,27333897,8636,2092
129,0,1.0,19.0,27334007,7809,2410
130,1,1.0,19.0,27334017,7924,2382
131,1,1.0,19.0,27334027,7977,2589
132,1,1.0,19.0,27334047,8140,2744
133,1,1.0,19.0,27334057,8376,2864
134,1,1.0,19.0,27334067,8688,2972
135,1,1.0,19.0,27334077,8984,3015
136,1,1.0,19.0,27334087,9268,3015
137,1,1.0,19.0,27334097,9472,2942
138,1,1.0,19.0,27334107,9592,2816
139,1,1.0,19.0,27334117,9655,2655
140,1,1.0,19.0,27334127,9636,2498
141,1,1.0,19.0,27334137,9528,2291
142,1,1.0,19.0,27334147,9361,2052
143,1,1.0,19.0,27334157,9147,1816
144,1,1.0,19.0,27334167,8921,1575
145,1,1.0,19.0,27334177,8687,1387
146,1,1.0,19.0,27334187,8527,1236
147,1,1.0,19.0,27334197,8454,1136
148,1,1.0,19.0,27334207,8440,1081
149,1,1.0,19.0,27334217,8493,1055
150,1,1.0,19.0,27334227,8664,1055
151,1,1.0,19.0,27334237,8913,1108
152,1,1.0,19.0,27334247,9256,1197
153,1,1.0,19.0,27334257,9604,1300
154,1,1.0,19.0,27334267,9956,1375
0,0,1.0,20.0,27337031,1439,5313
1,1,1.0,20.0,27337041,1382,5215
2,1,1.0,20.0,27337051,1369,5239
3,1,1.0,20.0,27337061,1369,5244
4,1,1.0,20.0,27337071,1421,5267
5,1,1.0,20.0,27337081,1567,5302
6,1,1.0,20.0,27337091,1776,5409
7,1,1.0,20.0,27337101,2054,5540
8,1,1.0,20.0,27337111,2368,5687
9,1,1.0,20.0,27337121,2706,5816
10,1,1.0,20.0,27337131,2954,5909
11,1,1.0,20.0,27337141,3153,5978
12,1,1.0,20.0,27337151,3319,5993
13,1,1.0,20.0,27337161,3398,5968
14,0,1.0,20.0,27337272,2560,5533
15,1,1.0,20.0,27337282,2599,5297
16,1,1.0,20.0,27337292,2572,5276
17,1,1.0,20.0,27337302,2544,5269
18,1,1.0,20.0,27337312,2502,5032
19,1,1.0,20.0,27337322,2462,4691
20,1,1.0,20.0,27337332,2428,4280
21,1,1.0,20.0,27337342,2404,3833
22,1,1.0,20.0,27337352,2391,3459
23,1,1.0,20.0,27337362,2383,3134
24,1,1.0,20.0,27337372,2373,2869
25,1,1.0,20.0,27337382,2338,2671
26,1,1.0,20.0,27337392,2289,2517
27,1,1.0,20.0,27337402,2200,2428
28,1,1.0,20.0,27337412,2059,2394
29,1,1.0,20.0,27337422,1882,2394
30,1,1.0,20.0,27337432,1700,2468
31,0,1.0,20.0,27337652,3923,5056
32,1,1.0,20.0,27337662,4273,4926
33,1,1.0,20.0,27337672,4402,5008
34,1,1.0,20.0,27337682,4487,5178
35,1,1.0,20.0,27337692,4669,5270
36,1,1.0,20.0,27337702,4913,5348
37,1,1.0,20.0,27337712,5198,5418
38,1,1.0,20.0,27337722,5403,5482
39,1,1.0,20.0,27337732,5623,5531
40,1,1.0,20.0,27337742,5852,5571
41,1,1.0,20.0,27337752,5985,5597
42,1,1.0,20.0,27337762,6070,5604
43,0,1.0,20.0,27337862,5689,6090
44,1,1.0,20.0,27337872,5729,6027
45,1,1.0,20.0,27337882,5659,6032
46,1,1.0,20.0,27337892,5563,6024
47,1,1.0,20.0,27337902,5398,5834
48,1,1.0,20.0,27337912,5186,5566
49,1,1.0,20.0,27337922,4914,5245
50,1,1.0,20.0,27337932,4640,4874
51,1,1.0,20.0,27337942,4364,4525
52,1,1.0,20.0,27337952,4128,4191
53,1,1.0,20.0,27337962,3987,3971
54,1,1.0,20.0,27337972,3909,3847
55,0,1.0,20.0,27338053,4435,4688
56,1,1.0,20.0,27338063,4747,4603
57,1,1.0,20.0,27338073,4715,4577
58,1,1.0,20.0,27338083,4685,4552
59,1,1.0,20.0,27338093,4644,4380
60,1,1.0,20.0,27338103,4594,4110
61,1,1.0,20.0,27338113,4478,3728
62,1,1.0,20.0,27338123,4400,3363
63,1,1.0,20.0,27338133,4347,3009
64,1,1.0,20.0,27338143,4319,2673
65,1,1.0,20.0,27338153,4313,2437
66,1,1.0,20.0,27338163,4322,2269
67,0,1.0,20.0,27338273,4540,4029
68,1,1.0,20.0,27338283,4900,4325
69,1,1.0,20.0,27338293,4971,4673
70,1,1.0,20.0,27338303,5175,4897
71,1,1.0,20.0,27338313,5356,5039
72,1,1.0,20.0,27338323,5521,5121
73,1,1.0,20.0,27338333,5698,5138
74,1,1.0,20.0,27338343,5823,5112
75,1,1.0,20.0,27338353,5913,5028
76,1,1.0,20.0,27338363,5949,4881
77,1,1.0,20.0,27338373,5932,4692
78,1,1.0,20.0,27338383,5880,4478
79,1,1.0,20.0,27338393,5804,4249
80,1,1.0,20.0,27338403,5730,4009
81,1,1.0,20.0,27338413,5709,3858
82,1,1.0,20.0,27338423,5723,3729
83,1,1.0,20.0,27338433,5789,3614
84,1,1.0,20.0,27338443,5883,3483
85,1,1.0,20.0,27338453,5996,3316
86,1,1.0,20.0,27338463,6103,3124
87,1,1.0,20.0,27338473,6178,2928
88,1,1.0,20.0,27338483,6232,2736
89,1,1.0,20.0,27338493,6232,2546
90,1,1.0,20.0,27338503,6198,2438
91,1,1.0,20.0,27338513,6133,2403
92,1,1.0,20.0,27338523,5983,2418
93,1,1.0,20.0,27338533,5751,2489
94,1,1.0,20.0,27338543,5463,2614
95,1,1.0,20.0,27338553,5179,2774
96,1,1.0,20.0,27338563,5009,2932
97,1,1.0,20.0,27338573,4915,3071
98,1,1.0,20.0,27338583,4929,3198
99,1,1.0,20.0,27338593,5113,3412
100,1,1.0,20.0,27338603,5409,3654
101,1,1.0,20.0,27338613,5842,3916
102,1,1.0,20.0,27338623,6306,4158
103,1,1.0,20.0,27338633,6790,4350
104,1,1.0,20.0,27338643,7135,4508
105,0,1.0,20.0,27339224,8167,5730
106,1,1.0,20.0,27339234,8129,5602
107,1,1.0,20.0,27339244,8047,5602
108,1,1.0,20.0,27339254,7959,5551
109,1,1.0,20.0,27339264,7851,5419
110,1,1.0,20.0,27339274,7729,5236
111,1,1.0,20.0,27339284,7646,4991
112,1,1.0,20.0,27339294,7574,4740
113,1,1.0,20.0,27339304,7509,4484
114,1,1.0,20.0,27339314,7539,4266
115,1,1.0,20.0,27339324,7658,4165
116,1,1.0,20.0,27339334,7835,4142
117,1,1.0,20.0,27339344,8105,4214
118,1,1.0,20.0,27339354,8438,4340
119,1,1.0,20.0,27339364,8812,4502
120,1,1.0,20.0,27339374,9151,4636
121,1,1.0,20.0,27339384,9408,4750
122,1,1.0,20.0,27339394,9610,4850
123,1,1.0,20.0,27339404,9713,4910
124,0,1.0,20.0,27339535,8897,5321
125,1,1.0,20.0,27339545,8917,5165
126,1,1.0,20.0,27339555,8853,5173
127,1,1.0,20.0,27339565,8800,5089
128,1,1.0,20.0,27339575,8749,4851
129,1,1.0,20.0,27339585,8698,4542
130,1,1.0,20.0,27339595,8664,4194
131,1,1.0,20.0,27339605,8620,3842
132,1,1.0,20.0,27339615,8561,3525
133,1,1.0,20.0,27339625,8510,3233
134,1,1.0,20.0,27339635,8462,2986
135,1,1.0,20.0,27339645,8424,2811
136,1,1.0,20.0,27339655,8406,2684
137,0,1.0,20.0,27339765,7955,3165
138,1,1.0,20.0,27339775,8120,3153
139,1,1.0,20.0,27339785,8239,3223
140,1,1.0,20.0,27339795,8350,3353
141,1,1.0,20.0,27339805,8520,3427
142,1,1.0,20.0,27339815,8730,3464
143,1,1.0,20.0,27339825,8942,3500
144,1,1.0,20.0,27339835,9105,3481
145,1,1.0,20.0,27339845,9234,3425
146,1,1.0,20.0,27339855,9334,3298
147,1,1.0,20.0,27339865,9360,3123
148,1,1.0,20.0,27339875,9336,2916
149,1,1.0,20.0,27339885,9214,2662
150,1,1.0,20.0,27339895,9004,2411
151,1,1.0,20.0,27339905,8735,2161
152,1,1.0,20.0,27339915,8404,1917
153,1,1.0,20.0,27339925,8134,1743
154,1,1.0,20.0,27339935,7905,1616
155,1,1.0,20.0,27339945,7787,1575
156,1,1.0,20.0,27339955,7782,1556
157,1,1.0,20.0,27339965,7853,1551
158,1,1.0,20.0,27339975,8078,1551
159,1,1.0,20.0,27339985,8420,1601
160,1,1.0,20.0,27339995,8839,1686
161,1,1.0,20.0,27340005,9318,1812
162,1,1.0,20.0,27340015,9739,1895
163,1,1.0,20.0,27340025,10121,1950
0,0,0.0,21.0,81538396,2606,5874
1,1,0.0,21.0,81538406,2591,5842
2,1,0.0,21.0,81538416,2591,5865
3,1,0.0,21.0,81538426,2597,5859
4,1,0.0,21.0,81538436,2640,5865
5,1,0.0,21.0,81538446,2705,5879
6,1,0.0,21.0,81538456,2793,5906
7,1,0.0,21.0,81538466,2910,5943
8,1,0.0,21.0,81538476,3046,5987
9,1,0.0,21.0,81538486,3202,6024
10,1,0.0,21.0,81538496,3343,6060
11,1,0.0,21.0,81538506,3474,6089
12,1,0.0,21.0,81538516,3589,6112
13,1,0.0,21.0,81538526,3673,6121
14,0,0.0,21.0,81538586,3576,6010
15,1,0.0,21.0,81538596,3497,5986
16,1,0.0,21.0,81538606,3477,5977
17,1,0.0,21.0,81538616,3466,5966
18,1,0.0,21.0,81538626,3458,5950
19,1,0.0,21.0,81538636,3452,5901
20,1,0.0,21.0,81538646,3452,5831
21,1,0.0,21.0,81538656,3452,5744
22,1,0.0,21.0,81538666,3452,5627
23,1,0.0,21.0,81538676,3452,5490
